exposure	outcome	id.exposure	id.outcome	samplesize	SNP	b	se	p
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs10014552	0.544805254956916	0.0662025499100847	1.88201169581993e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs10018743	0.544912072918306	0.0662619349160851	1.97473399171211e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs10022185	0.549009555719021	0.0661162081266434	1.00913151074028e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs10024755	0.545731971459264	0.0661997509124099	1.66942594080974e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs10033843	0.548879304884142	0.0661537501000365	1.06751104464414e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs10116186	0.548311319673634	0.0661805727317141	1.18030016837323e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs10144362	0.544154796826742	0.0662423980120181	2.12872795770885e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs10148694	0.544867748792389	0.0661809868227235	1.8258946983139e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs10185199	0.545260445020324	0.0662202181122586	1.80991332409535e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1019083	0.548126510824781	0.0661742475051303	1.20030876335217e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs10216609	0.540327976850336	0.0658875872640245	2.38881452290797e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs10241729	0.545863781246211	0.0662029762744077	1.64738434190991e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs10259748	0.547526769920415	0.0661790381388411	1.30173583109074e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs10260232	0.545600802087187	0.0661996882187543	1.69720135449312e-16
