exposure	outcome	id.exposure	id.outcome	samplesize	SNP	b	se	p
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs10048652	0.586660623552299	0.0712993924333634	1.90159677147414e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs10124645	0.583176847120438	0.0712038222024348	2.60691958529264e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1013293	0.586854806564177	0.0713329769327394	1.91996274279321e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs10159545	0.576623336437359	0.0710843517811128	4.9867885451993e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs10176391	0.587077562007627	0.0713159033049745	1.84004508921051e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1048786	0.585760782794044	0.0712986851901471	2.11123200118289e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs10491104	0.583990108533541	0.0712387805013949	2.45145582688784e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs10733682	0.586549809677927	0.0713418272343653	2.00668855493153e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs10747488	0.587614780835662	0.0713107586614752	1.7192569835767e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs10801363	0.592289718951917	0.0711276505393885	8.28206007114934e-17
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs10894604	0.584084952333069	0.0712555604163899	2.46370620223585e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs10896007	0.588101864625308	0.0713419161782552	1.67347302390963e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs10913418	0.58684547273777	0.0712967551398501	1.85616074869826e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs10947758	0.581985254677757	0.0711709464146507	2.90305988389746e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs10950289	0.584072013533597	0.0712935566400938	2.55868627937924e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11038428	0.587752508234652	0.071280706689913	1.64327491042351e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11064524	0.587975004203915	0.0712724238921221	1.58813363736522e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11070502	0.593952249091723	0.0708097703361475	4.94488420340211e-17
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11173522	0.585362646663114	0.0712982035740133	2.21074961636808e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11181001	0.588310655478276	0.0712597449699557	1.50809179357951e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs111828690	0.594959535132196	0.0708570655073244	4.59531670874864e-17
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs111886096	0.586086188842491	0.0713494453627374	2.13394491942711e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs113268469	0.585594280815615	0.0714287596611545	2.43813675454939e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11549690	0.577856298014594	0.0708187595818228	3.35996526129637e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11631408	0.590294560829325	0.0711987728256028	1.12492281104399e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11668832	0.590176583896772	0.0712187668636399	1.16323570938974e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11692326	0.580261868678825	0.0709609538836431	2.9051706341981e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11699260	0.583122065893882	0.0712749732123325	2.80793679723899e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11728213	0.582581259034811	0.0711781002828299	2.72668957036436e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11736501	0.584854435083049	0.0712851412185831	2.31674372948815e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11740689	0.582596951599638	0.0712287961096821	2.85655217285226e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11767176	0.579509536928664	0.0710130195182456	3.33337622326797e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs117758180	0.584426273854108	0.0712732182941599	2.40783402361646e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1180626	0.587144025466552	0.071310868338324	1.81693851146968e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11832936	0.587030861450483	0.0713087855664258	1.83748425256168e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11855821	0.582680920914594	0.0712607956338144	2.9162896121538e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11875960	0.584875834698013	0.0712855509234829	2.31186960847333e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11882409	0.586207449336529	0.0713034815282614	2.0130577836571e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs11917909	0.586230090191089	0.0713032511505968	2.00728931642307e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12033257	0.582884690680489	0.0712658262059295	2.86159187984125e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12042959	0.585966320024818	0.0713037510810713	2.07116326777123e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12098284	0.59299579499677	0.0709056876496553	6.1058971306299e-17
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12148050	0.588688421572851	0.0712935913396419	1.49077245596547e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12186664	0.586975537199554	0.0712991899568601	1.8323975926543e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12245654	0.583311990337409	0.0712740257123463	2.74402563386156e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12317176	0.590966185915258	0.0711388906246611	9.79728653188882e-17
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12328675	0.585975343709692	0.0712942828629841	2.05023955494398e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12345603	0.591055227776848	0.0711385875590027	9.69162429960224e-17
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12461902	0.590004308514126	0.0713437697349357	1.3409558254279e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12473885	0.589812020916638	0.071179079588808	1.16814663153225e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1248859	0.594480885807687	0.0707023825053447	4.16294884884223e-17
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1249156	0.582882140734622	0.0712062030148539	2.70424809358343e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1252008	0.586472229149763	0.0713128047746101	1.96924603107227e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12565430	0.586343944283932	0.0712935454962263	1.96232174503562e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12609885	0.583640420532863	0.0712659294871586	2.62066315419488e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12611517	0.590373206544161	0.071141631660579	1.05379535201772e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12645001	0.583012513448512	0.0712054234174578	2.6614540326197e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12681792	0.577444401653079	0.070693784326465	3.12898743131359e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12692596	0.582970595708226	0.0712242625219472	2.72303429852408e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12705908	0.586102374199298	0.0713773143432848	2.18759633924166e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12762034	0.585280939839629	0.0712956318138255	2.22645244683596e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12778347	0.589276109945947	0.0712791137153652	1.37183400395159e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12791818	0.584947026585919	0.0712949777926065	2.31353076400343e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12802861	0.579029303153666	0.0709133505721228	3.20617817343142e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12903168	0.584167164659043	0.0713586930706837	2.69270173148596e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12908949	0.591871575639372	0.0711177106380524	8.61840813019851e-17
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12914623	0.581236951674326	0.0710933885677935	2.94196486469605e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12924872	0.581136193229256	0.0712853432697016	3.57204362126459e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12926506	0.590629913187492	0.071208068405153	1.09112590270652e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs1296328	0.583073671055835	0.0712108953121169	2.6563813884857e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs12972156	0.575452161631558	0.0707074672249241	4.00231241318948e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs13000757	0.588865229965554	0.0712757949849966	1.43511099928755e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs13023088	0.586667304976776	0.0712925564990469	1.88763825566029e-16
BMI	Endometrial cancer || id:ebi-a-GCST006464	BMI	ebi-a-GCST006464	121885	rs13032423	0.589994580600008	0.0711969655424606	1.16341969618056e-16
